Timestamp;EURUSDFIXMP=WM;EURGBPFIXMP=WM;EURCHFFIXMP=WM;EURCZKFIXMP=WM;EURHUFFIXMP=WM;EURPLNFIXMP=WM;EURAUDFIXMP=WM;EURCADFIXMP=WM;EURDKKFIXMP=WM;EURHKDFIXMP=WM;EURJPYFIXMP=WM;EURNOKFIXMP=WM;EURNZDFIXMP=WM;EURRONFIXMP=WM;EURSEKFIXMP=WM;EURSGDFIXMP=WM;EURTRYFIXMP=WM;EURZARFIXMP=WM
2025-10-24 10:00:00;1,16115;0,87155;0,9243;24,3345;389,8;4,2355;1,78765;1,628;7,4697;9,0225;177,61535;11,6215;2,02235;5,0834;10,8995;1,5087;48,748;20,15175
2025-10-24 11:00:00;1,16125;0,8721;0,92495;24,3345;389,75;4,24175;1,7875;1,6285;7,4698;9,02275;177,64805;11,62;2,0222;5,0828;10,9025;1,50925;48,7426;20,1462
2025-10-27 10:00:00;1,16365;0,87195;0,9262;24,314;389,65;4,2355;1,77455;1,62605;7,4695;9,03875;177,77665;11,645;2,019;5,08455;10,9105;1,5086;48,8038;20,04385
2025-10-27 11:00:00;1,16415;0,8724;0,92675;24,3145;389,3;4,23375;1,77585;1,6274;7,4695;9,04215;177,82975;11,6565;2,02025;5,0845;10,9225;1,5093;48,807;20,0292
2025-10-28 10:00:00;1,1657;0,87535;0,925;24,3205;388,45;4,2345;1,77795;1,6317;7,4695;9,05675;177,09895;11,6645;2,01945;5,08385;10,926;1,5093;48,91915;20,1127
2025-10-28 11:00:00;1,16645;0,8754;0,92565;24,3185;388,425;4,237;1,77815;1,63245;7,4692;9,06305;177,14295;11,663;2,01965;5,0846;10,925;1,50995;48,9524;20,1052
2025-10-29 10:00:00;1,16425;0,88065;0,92695;24,323;388,3;4,2375;1,7639;1,6234;7,46885;9,0464;177,228;11,645;2,01305;5,0823;10,9075;1,5073;48,83185;19,89995
2025-10-29 11:00:00;1,16475;0,88115;0,92725;24,3215;388,225;4,23875;1,7645;1,6234;7,46885;9,05065;177,3274;11,6385;2,01285;5,08245;10,898;1,50765;48,87175;19,9158
2025-10-30 10:00:00;1,16165;0,8808;0,928;24,3575;388,475;4,2425;1,76835;1,6207;7,4677;9,02375;178,6502;11,6655;2,01415;5,0857;10,9315;1,5088;48,77215;20,03125
2025-10-30 11:00:00;1,16065;0,88085;0,9285;24,352;388,375;4,24325;1,7678;1,6198;7,4677;9,01615;178,7111;11,663;2,0138;5,08585;10,9365;1,5086;48,7189;20,04295
